Listing ID,Sale Price,LTM Multiple,Last 12 Months,3-Year Average,Dollar Age,Track Included,Last Transaction Price,Last Transaction Date,Term,Marketplace Median,Minimum Bid,Asset ID,YouTube Link,Offer Info,Tracks Included,Years Remaining,Expiration Date
4735,"$12,500 ",1.88 x LTM,"$6,651 ",—,2.38 Years,1,"$10,500 ",15-Jun-22,Life of Rights,—,"$12,000 ",4735,Md_1f-DQFss,5 offers made by 3 investors,,,
3999,"$18,500 ",9.66 x LTM,"$1,915 ","$2,996 ",5.89 Years,,"$20,000 ",25-Jan-21,Life of Rights,"$**,***","$15,500 ",3999,"4kRQh8ZNiJk,zrfUZXWuOj4",20 offers made by 10 investors,6,,
4727,"$19,250 ",11.19 x LTM,"$1,720 ","$1,456 ",8.59 Years,,,,Term Advance 30-Year,"$**,***","$1,670 ",4727,"bRChz-OYi9o,KnLspfa1UsY,Ib36P4_Xtp8",24 offers made by 7 investors,6,30,5-Aug-52
4746,"$62,000 ",11.16 x LTM,"$5,556 ","$5,612 ",10.82 Years,,,,Life of Rights,"$**,***","$5,556 ",4746,"3n71KUiWn1I,Z9fToekkUJg",45 offers made by 12 investors,8,,
4731,"$125,000 ",8.18 x LTM,"$15,283 ","$18,992 ",6.01 Years,,,,Life of Rights,"$***,***","$60,000 ",4731,"_mVJJvx04_w,TTnAWhHj3qE,JvtrXVWSREs,F6nt3Sw3Isk",12 offers made by 4 investors,83,,
4744,"$6,850 ",4.45 x LTM,"$1,539 ","$3,045 ",2.75 Years,,,,Life of Rights,"$*,***","$1,539 ",4744,"ikstfQbfOMw,w4RNarMlWok,OStE0wRHCWg",16 offers made by 5 investors,47,,
4706,"$16,200 ",4.52 x LTM,"$3,585 ","$1,468 ",9.86 Years,,,,Life of Rights,"$**,***","$3,585 ",4706,uD6puZoVmtY,23 offers made by 5 investors,6,,
4220,"$888,889 ",11.40 x LTM,"$77,986 ","$60,312 ",19.96 Years,,,,Life of Rights,—,"$675,000 ",4220,"sahPC4l1Y3c,yHGgzxq_QYU,zEtYTEUOPWI",39 offers made by 13 investors,768,,
4739,"$5,000 ",4.71 x LTM,"$1,061 ",$842 ,2.30 Years,,,,Life of Rights,—,"$1,061 ",4739,,7 offers made by 4 investors,410,,
4736,"$5,800 ",2.21 x LTM,"$2,625 ","$1,427 ",1.75 Years,,,,Life of Rights,—,"$2,625 ",4736,,2 offers made by 2 investors,163,,
4730,"$14,980 ",14.96 x LTM,"$1,001 ",$919 ,4.66 Years,,"$8,000 ",2-Jul-22,Life of Rights,"$*,***","$12,000 ",4730,"SZoVr75GWFM,i3XmYXfAi7w,hg3691E5WvE",4 offers made by 3 investors,41,,
4714,"$129,275 ",2.88 x LTM,"$44,833 ",—,2.26 Years,,,,Term Advance 10-Year,"$***,***","$88,000 ",4714,"pEBES1ezTZY,62lsXiMR7Sk,ce1lTmRtIkM",9 offers made by 3 investors,10,10,25-Jul-32
4715,"$30,000 ",2.71 x LTM,"$11,059 ",—,1.36 Years,,,,Term Advance 10-Year,"$**,***","$17,000 ",4715,"pqydBaa1QR8,uKhy1Y69BT4",6 offers made by 5 investors,5,10,24-Jul-32
4728,"$23,600 ",2.72 x LTM,"$8,677 ",—,1.00 Years,1,,,Term Advance 30-Year,—,"$6,571 ",4728,iMKcWsUjdzg,36 offers made by 5 investors,,30,23-Jul-52
4734,"$4,100 ",4.60 x LTM,$890 ,$723 ,2.49 Years,,,,Term Advance 30-Year,"$*,***",$890 ,4734,"Z2aU77fAv3M,toB0KkilBkQ,AfocoPmLNgU",7 offers made by 3 investors,81,30,22-Jul-52
4719,"$7,500 ",5.06 x LTM,"$1,482 ",—,2.12 Years,,,,Life of Rights,"$*,***","$2,114 ",4719,"J4wNCqN-SyA,RuKumwGMrcE,McecewUYwOA",16 offers made by 5 investors,13,,
4729,"$35,106 ",2.63 x LTM,"$13,346 ",—,2.47 Years,,,,Life of Rights,"$**,***","$13,346 ",4729,hLCYTUaoqDM,21 offers made by 3 investors,4,,
4673,"$20,500 ",3.46 x LTM,"$5,921 ","$4,608 ",3.77 Years,1,,,Life of Rights,—,"$12,000 ",4673,,2 offers made by 2 investors,,,
4045,"$5,675 ",6.41 x LTM,$885 ,$876 ,3.77 Years,,"$4,999 ",24-Jun-21,Life of Rights,"$*,***",$745 ,4045,"T5-KmV7ntxI,3BwfmrrAexA,7KkQXkGHnLc",28 offers made by 15 investors,30,,
4691,"$10,200 ",8.85 x LTM,"$1,153 ",—,3.43 Years,,,,Life of Rights,"$*,***","$1,153 ",4691,"Px-Pi5UjB40,RQ6lv10fFHE",18 offers made by 3 investors,2,,
4141,"$64,995 ",9.09 x LTM,"$7,154 ","$8,644 ",4.03 Years,,"$45,000 ",17-May-21,Life of Rights,"$**,***","$9,363 ",4141,"bUAJpE4ycjE,RAvFZdiGLrQ,rnUSnH3WGL4",7 offers made by 5 investors,19,,
3732,"$30,000 ",24.13 x LTM,"$1,243 ","$1,364 ",9.25 Years,1,"$15,224 ",2-Aug-20,Life of Rights,"$**,***","$12,500 ",3732,7nsV2bQ520Y,70 offers made by 13 investors,,,
4693,"$11,000 ",8.49 x LTM,"$1,296 ","$1,163 ",8.34 Years,,,,Term Advance 30-Year,"$**,***","$3,974 ",4693,mgvP-hKC66Y,19 offers made by 7 investors,34,30,8-Jul-52
4642,"$291,152 ",9.26 x LTM,"$31,456 ","$27,383 ",18.63 Years,,,,Life of Rights,"$***,***","$150,000 ",4642,"X9fLbfzCqWw,RJLkcPhVi9w,SucBpQiwYZU",49 offers made by 8 investors,59,,
4700,"$11,750 ",9.48 x LTM,"$1,239 ","$1,153 ",9.01 Years,,,,Life of Rights,"$**,***","$1,239 ",4700,"fi9uUTfL0d8,7b_VdPFha6o,8vt41lQjl3M",31 offers made by 8 investors,14,,
4358,"$11,958 ",14.34 x LTM,$834 ,$581 ,14.06 Years,,"$7,500 ",29-Jul-21,Life of Rights,"$*,***",,4358,"5rrsGhDLn7g,85g_sDCUFp8",23 offers made by 13 investors,13,,
4681,"$9,400 ",9.12 x LTM,"$1,030 ",$753 ,3.47 Years,,,,Life of Rights,"$*,***","$7,000 ",4681,"4kEih4ADT0U,9gWaixEtoD8,EurypyDDuvA",15 offers made by 3 investors,73,,
4617,"$8,000 ",7.99 x LTM,"$1,001 ",$919 ,4.41 Years,,"$10,929 ",29-Apr-22,Life of Rights,"$*,***","$8,000 ",4617,"SZoVr75GWFM,i3XmYXfAi7w,hg3691E5WvE",10 offers made by 7 investors,41,,
4688,"$450,000 ",7.82 x LTM,"$57,557 ","$162,835 ",3.73 Years,1,,,Life of Rights,"$***,***","$100,000 ",4688,a2a9fgPI_PI,23 offers made by 11 investors,,,
4694,"$42,500 ",5.65 x LTM,"$7,526 ","$9,221 ",4.03 Years,,,,Term Advance 30-Year,"$**,***","$9,390 ",4694,KI9e5T8X4DQ,12 offers made by 4 investors,2,30,1-Jul-52
4682,"$35,000 ",6.94 x LTM,"$5,045 ","$4,762 ",5.31 Years,,,,Term Advance 30-Year,"$**,***","$4,664 ",4682,5XK4v2fgMPU,8 offers made by 3 investors,5,30,30-Jun-52
4698,"$27,000 ",5.43 x LTM,"$4,969 ","$7,501 ",4.03 Years,,,,Life of Rights,"$**,***","$15,000 ",4698,KI9e5T8X4DQ,12 offers made by 4 investors,2,,
4684,"$13,500 ",12.17 x LTM,"$1,109 ","$1,055 ",2.42 Years,,,,Life of Rights,"$*,***","$8,700 ",4684,"QfCw0ibgVQA,KzZzawCJjek,TLNcrJOsJP0",34 offers made by 5 investors,55,,
4687,"$18,000 ",16.37 x LTM,"$1,100 ","$1,148 ",9.71 Years,,,,Life of Rights,"$**,***","$1,100 ",4687,DAvHrZfYszM,27 offers made by 4 investors,13,,
4683,"$47,000 ",14.39 x LTM,"$3,266 ","$1,996 ",38.67 Years,,,,Term Advance 30-Year,—,"$3,266 ",4683,"KC5H9P4F5Uk,wVjdMLAMbM0",17 offers made by 6 investors,5,30,26-Jun-52
4689,"$58,000 ",9.18 x LTM,"$6,319 ","$6,307 ",9.50 Years,,,,Life of Rights,"$**,***","$6,319 ",4689,"EmGqIWRl9Jg,YqV8eHGxxvo,R6XfHlMJVWM",6 offers made by 2 investors,10,,
4677,"$55,100 ",14.22 x LTM,"$3,874 ","$4,020 ",35.23 Years,1,,,Life of Rights,"$**,***","$3,874 ",4677,GPTK7LOj24k,20 offers made by 5 investors,,,
4658,"$137,999 ",7.37 x LTM,"$18,722 ","$17,758 ",12.28 Years,,,,Term Advance 30-Year,"$***,***","$18,722 ",4658,"nkFPiu400bk,5gGezuzyu_c",,17,30,17-Jun-52
4671,"$10,500 ",6.91 x LTM,"$1,520 ",—,2.00 Years,1,,,Life of Rights,"$*,***","$1,520 ",4671,ekVTPQ7SwKg,31 offers made by 8 investors,,,
4669,"$10,500 ",1.58 x LTM,"$6,651 ",—,2.13 Years,1,,,Life of Rights,—,"$6,651 ",4669,Md_1f-DQFss,15 offers made by 4 investors,,,
4653,"$5,882 ",1.93 x LTM,"$3,047 ",—,1.25 Years,,,,Term Advance 10-Year,"$*,***","$3,047 ",4653,"YHGmz-6NW18,fj3VgMXy7EQ",16 offers made by 5 investors,2,10,12-Jun-32
4664,"$55,000 ",22.98 x LTM,"$2,393 ","$2,184 ",53.19 Years,,,,Life of Rights,—,"$2,393 ",4664,"hdjL8WXjlGI,p5kcBxL7-qI",43 offers made by 19 investors,287,,
4645,"$51,000 ",1.80 x LTM,"$28,299 ",—,2.22 Years,,,,Life of Rights,—,"$28,299 ",4645,"o15X2yZ1LT8,hLCYTUaoqDM",14 offers made by 5 investors,3,,
4667,"$11,783 ",14.99 x LTM,$786 ,$771 ,4.16 Years,,"$8,600 ",24-May-22,Life of Rights,"$*,***","$10,000 ",4667,"U1pNDz0ipaI,-cVp_ow2KTA",2 offers made by 2 investors,7,,
4665,"$14,500 ",4.26 x LTM,"$3,405 ",—,1.12 Years,,,,Life of Rights,"$*,***","$3,405 ",4665,"_Rt_G0LAZpQ,Wpgnjqrt0LI,lSiDR70ke-g",3 offers made by 3 investors,4,,
4586,"$60,000 ",9.52 x LTM,"$6,304 ","$6,335 ",6.40 Years,,,,Term Advance 30-Year,"$**,***","$18,000 ",4586,y2ak_oBeC-I,39 offers made by 9 investors,80,30,8-Jun-52
4629,"$75,250 ",8.68 x LTM,"$8,665 ","$9,933 ",8.07 Years,,,,Life of Rights,"$**,***","$60,000 ",4629,"iGs1gODLiSQ,KnmroBsMVas,undkbBJLa-Y",16 offers made by 7 investors,20,,
4646,"$86,500 ",4.58 x LTM,"$18,876 ","$25,578 ",2.66 Years,,,,Life of Rights,"$**,***","$60,000 ",4646,"qOQEcbL6NR4,p6E9R9qv1No,Y3uHxZncwZM",10 offers made by 6 investors,24,,
4654,"$8,069 ",2.72 x LTM,"$2,969 ",—,1.51 Years,,,,Term Advance 10-Year,—,"$2,969 ",4654,_VRyoaNF9sk,4 offers made by 4 investors,4,10,3-Jun-32
4651,"$20,500 ",8.69 x LTM,"$2,359 ","$2,074 ",10.94 Years,,,,Term Advance 30-Year,"$**,***","$2,359 ",4651,"3n71KUiWn1I,Z9fToekkUJg",13 offers made by 7 investors,3,30,2-Jun-52
4647,"$28,000 ",10.08 x LTM,"$2,777 ","$2,191 ",20.96 Years,,,,Life of Rights,"$**,***","$10,000 ",4647,"bmKej7DZFQA,9fzt4Mt8DmU,fnt9se7JCYQ",13 offers made by 8 investors,127,,
3146,"$8,967 ",16.73 x LTM,$536 ,$511 ,9.60 Years,,"$9,100 ",10-May-19,Life of Rights,"$*,***","$8,000 ",3146,oN4oZtRKlPA,154 offers made by 62 investors,10,,
4643,"$3,500 ",2.80 x LTM,"$1,252 ",—,1.77 Years,,,,Term Advance 10-Year,"$*,***","$1,252 ",4643,"97XngwCEgsQ,83vDuV5ROXM,dDoCAuhUi_s",4 offers made by 3 investors,4,10,29-May-32
4637,"$6,000 ",9.20 x LTM,$652 ,$578 ,8.05 Years,,,,Term Advance 30-Year,—,$652 ,4637,"366yllEjPyY,9fbo_pQvU7M,0FKctBraQj0",7 offers made by 3 investors,47,30,28-May-52
4649,"$5,600 ",4.59 x LTM,"$1,219 ",—,1.24 Years,,,,Life of Rights,"$*,***","$1,500 ",4649,"lSiDR70ke-g,Wpgnjqrt0LI,_Rt_G0LAZpQ",14 offers made by 3 investors,4,,
4636,"$6,950 ",5.86 x LTM,"$1,186 ","$1,097 ",1.74 Years,,,,Term Advance 30-Year,"$*,***","$4,500 ",4636,"gOqKKKUCMNY,7j2ZZw1PrnM,y4rrC8_K7vw",11 offers made by 3 investors,24,30,27-May-52
4644,"$14,118 ",5.52 x LTM,"$2,556 ","$2,162 ",2.94 Years,,,,Life of Rights,"$*,***","$5,000 ",4644,"yYHf1Mjymko,wRiHVoX0iGI,XmTQqBKpG9I",15 offers made by 5 investors,36,,
4634,"$9,250 ",8.90 x LTM,"$1,039 ","$1,912 ",3.37 Years,,,,Life of Rights,"$*,***","$8,000 ",4634,"YBC_-6kNJDU,RloRSwRd-pE,HFuu0vZBb7g",21 offers made by 7 investors,5,,
4613,"$8,600 ",10.94 x LTM,$786 ,$771 ,4.16 Years,,,,Life of Rights,"$*,***","$6,500 ",4613,"U1pNDz0ipaI,-cVp_ow2KTA",35 offers made by 9 investors,7,,
4626,"$11,000 ",10.30 x LTM,"$1,068 ",$868 ,14.56 Years,,,,Term Advance 30-Year,"$*,***","$1,068 ",4626,"Mfn5y9tCa2g,G2q7f7des2w,ktBMxkLUIwY",27 offers made by 7 investors,17,30,24-May-52
4635,"$8,650 ",4.82 x LTM,"$1,795 ","$1,699 ",2.28 Years,,,,Term Advance 30-Year,"$*,***","$5,000 ",4635,"y4rrC8_K7vw,7j2ZZw1PrnM,gOqKKKUCMNY",13 offers made by 3 investors,31,30,22-May-52
4638,"$240,000 ",9.07 x LTM,"$26,468 ","$32,344 ",9.02 Years,,,,Life of Rights,"$***,***","$100,000 ",4638,"JnFe6JDS6A0,Gw7eiYrnNK8,-Bj50j54rIc,x8FbsLDfV7I",4 offers made by 2 investors,23,,
4630,"$205,000 ",6.07 x LTM,"$33,767 ","$26,744 ",8.98 Years,,,,Life of Rights,—,"$100,000 ",4630,#NAME?,29 offers made by 5 investors,154,,
4633,"$45,000 ",14.55 x LTM,"$3,093 ","$2,788 ",9.77 Years,,,,Life of Rights,"$**,***","$14,000 ",4633,"HKtsdZs9LJo,opeETnB8m8w,lA-gGl6qihQ",25 offers made by 12 investors,46,,
4628,"$20,000 ",4.80 x LTM,"$4,169 ","$5,021 ",2.47 Years,,,,Term Advance 30-Year,"$**,***","$15,000 ",4628,"UDHVxd76EUw,CmqKU5G4xFs",2 offers made by 2 investors,8,30,14-May-52
4580,"$1,795,000 ",15.71 x LTM,"$114,253 ","$114,715 ",140.75 Years,1,,,Life of Rights,—,"$1,200,000 ",4580,,48 offers made by 16 investors,,,
4055,"$143,000 ",7.71 x LTM,"$18,538 ","$22,949 ",3.74 Years,,"$124,999 ",18-May-21,Life of Rights,"$***,***",,4055,"CakpXm61S2U,o3wQoTqXgTA,owHwDeUDiog",40 offers made by 8 investors,8,,
4621,"$3,841 ",3.04 x LTM,"$1,262 ",$711 ,11.78 Years,,,,Term Advance 10-Year,"$*,***","$1,262 ",4621,"fnoZtNHoSe8,VuOdosizz7Q,Z2B-g7KiIRI",5 offers made by 3 investors,7,10,8-May-32
4604,"$26,500 ",9.03 x LTM,"$2,934 ","$2,125 ",6.04 Years,,"$17,391 ",18-Apr-22,Life of Rights,"$**,***","$26,000 ",4604,uD6puZoVmtY,13 offers made by 5 investors,9,,
4620,"$32,000 ",10.49 x LTM,"$3,049 ","$3,330 ",12.23 Years,,"$28,900 ",2-Oct-19,Life of Rights,"$**,***","$3,049 ",4620,,9 offers made by 6 investors,62,,
4619,"$30,000 ",7.36 x LTM,"$4,078 ","$3,441 ",9.41 Years,,,,Term Advance 30-Year,—,"$4,078 ",4619,"0FKctBraQj0,9fbo_pQvU7M,366yllEjPyY",13 offers made by 4 investors,48,30,6-May-52
4600,"$390,000 ",11.69 x LTM,"$33,352 ","$34,499 ",45.06 Years,1,,,Life of Rights,"$***,***","$175,000 ",4600,"FJTSmLqg6iE,Wp6UBRv9rug,OEPvv9pjIoQ",30 offers made by 12 investors,,,
4614,"$22,283 ",11.93 x LTM,"$1,868 ","$1,639 ",6.52 Years,,"$15,000 ",24-Apr-22,Life of Rights,"$**,***","$20,000 ",4614,4OrCA1OInoo,3 offers made by 3 investors,12,,
4618,"$14,000 ",3.75 x LTM,"$3,730 ","$2,686 ",3.24 Years,,,,Term Advance 30-Year,"$**,***","$7,000 ",4618,"dkS3fSUL--I,in2PtlcHfOs",,9,30,5-May-52
4616,"$60,000 ",2.98 x LTM,"$20,156 ","$19,027 ",5.00 Years,1,,,Life of Rights,—,"$20,156 ",4616,aqdCJsfs71M,10 offers made by 4 investors,,,
4595,"$95,420 ",9.70 x LTM,"$9,836 ","$8,809 ",18.69 Years,,,,Term Advance 30-Year,"$**,***","$50,000 ",4595,"X9fLbfzCqWw,RJLkcPhVi9w",34 offers made by 9 investors,16,30,3-May-52
4504,"$12,393 ",17.61 x LTM,$704 ,"$1,258 ",8.84 Years,,"$9,783 ",5-Feb-21,Life of Rights,—,"$11,000 ",4504,,9 offers made by 5 investors,55,,
4570,"$430,500 ",11.10 x LTM,"$38,767 ","$32,951 ",7.78 Years,,,,Life of Rights,"$***,***","$150,000 ",4570,"_kqQDCxRCzM,OjuftKz5ebU,yjmp8CoZBIo",25 offers made by 12 investors,56,,
4610,"$10,929 ",10.53 x LTM,"$1,038 ",$910 ,4.34 Years,,"$6,750 ",15-Apr-22,Life of Rights,"$*,***","$9,500 ",4610,"SZoVr75GWFM,i3XmYXfAi7w,hg3691E5WvE",8 offers made by 4 investors,41,,
4572,"$250,000 ",5.23 x LTM,"$47,843 ","$41,637 ",3.97 Years,,,,Life of Rights,"$***,***","$150,000 ",4572,"ipM9SkIkwCY,3pIlOJrzDvs,u4aWO650sl8",41 offers made by 7 investors,6,,
