name,type,deal_date,market_median,multiplier,LTM,age,ID,price
R&B Tracks from Tank,life_of_rights,2021-11-26,,10.6,538.0,3.26,4026,5700.0
Songwriter Royalties: Luh Soldier & More,life_of_rights,2021-11-26,,8.07,1722.0,2.1,4205,13900.0
"Jason Derulo, Pitbull, & Camila Cabello - Producer Royalties",life_of_rights,2021-11-24,,7.06,12038.0,4.07,4359,85000.0
Publishing Royalties: Head & The Heart Indie-Folk + More,life_of_rights,2021-11-23,,2.87,30478.0,2.15,4356,87500.0
"""High Right Now"" by Tyla Yaweh",10_year,2021-11-22,,5.25,3622.0,3.0,4285,19000.0
"""Lola's Theme"" by the Shapeshifters",30_year,2021-11-20,,9.55,2931.0,17.22,4368,28000.0
"Jermaine Dupri, Bow Wow & Jagged Edge",life_of_rights,2021-11-19,,10.42,1247.0,10.32,4334,13000.0
Publishing Royalties: Harry Styles' Debut Album,life_of_rights,2021-11-19,,7.84,68874.0,4.48,4355,540000.0
"Producer Royalties:  Jason Derulo, Pitbull, & Camila Cabello",life_of_rights,2021-11-18,,7.06,12038.0,4.07,4338,85000.0
Hip-Hop Royalties Featuring Lil Rob,partial_10_year,2021-11-16,,5.88,2758.0,10.62,3324,16222.0
"Songwriter Royalties: Christina Milian, O Town, & More",30_year,2021-11-15,,3.71,4548.0,17.69,4331,16850.0
"Songwriter Royalites: ""Jump"" by Rihanna",life_of_rights,2021-11-12,,11.47,1220.0,8.87,4342,14000.0
Music Featured in Reality TV Franchises,life_of_rights,2021-11-09,,5.93,5898.0,6.24,4340,35000.0
"Consistent Hip-Hop: Migos, Travis Scott & Young Thug",life_of_rights,2021-11-08,,8.75,9605.0,5.81,4217,84000.0
Blues Catalog: Joe Bonamassa & Beth Hart,life_of_rights,2021-11-02,,7.16,1117.0,1.68,4319,8000.0
"Publishing Royalties: Future, Ugly God, and More",life_of_rights,2021-10-30,,5.57,7627.0,3.35,4320,42500.0
"""Beautiful Lady"" by Gyptian & More",life_of_rights,2021-10-26,,12.64,633.0,16.32,4193,8000.0
Diverse Performance Royalties: Production + Dance,life_of_rights,2021-10-26,,9.07,2647.0,4.39,3649,24000.0
"Publishing: ""Electric Love"" From BØRNS",life_of_rights,2021-10-22,,8.52,11735.0,6.89,4289,99999.0
"""Electric Love"" By BØRNS - Songwriter Royalties",life_of_rights,2021-10-22,,8.56,5254.0,6.95,4254,45000.0
K-Pop Catalog Featuring Daniel Kang,10_year,2021-10-21,,1.21,17322.0,2.25,4278,21000.0
"Songwriter Royalties - ""Writing on the Wall"" - French Montana, Post Malone",life_of_rights,2021-10-21,,4.0,4003.0,2.25,4280,16000.0
"""Guatemala"" By Swae Lee - Performance Royalties",life_of_rights,2021-10-20,,5.75,1738.0,3.25,4279,10000.0
Swedish Hip-Hop From Yasin + More,life_of_rights,2021-10-20,,7.16,5585.0,4.93,4233,40000.0
Hip-Hop Publishing Royalties Featuring Max B,life_of_rights,2021-10-18,,10.66,1688.0,10.56,4274,18000.0
Eric Bellinger Songwriter Royalties,life_of_rights,2021-10-15,,11.41,1074.0,6.28,4237,12250.0
Performance Royalties From Tinashe & Others,partial_10_year,2021-10-14,,6.39,470.0,3.58,4236,3000.0
Head & The Heart Indie-Folk + More Songwriter Royalties,life_of_rights,2021-10-14,,3.53,11628.0,2.35,4257,41000.0
Consistent Hip-Hop Royalties Featuring Ca$h Out,life_of_rights,2021-10-14,,9.48,8548.0,8.15,4167,81000.0
"Hip-Hop & R&B: Jacquees, Tory Lanez & More",life_of_rights,2021-10-14,,4.98,19678.0,2.97,4219,98000.0
Harry Styles Debut Album - Domestic (U.S.) Royalties Only,life_of_rights,2021-10-13,,7.28,11684.0,4.08,4266,85000.0
Consistent Mac Miller & Wiz Khalifa Royalties,life_of_rights,2021-10-13,,13.2,11593.0,7.96,4030,153000.0
"""Chill Bill"" by Rob $tone featuring J.Davis & Spooks",30_year,2021-10-12,,7.26,1103.0,5.25,4253,8000.0
Rising Hip-Hop Driven By Streaming,life_of_rights,2021-10-12,,7.31,15734.0,5.38,4255,115000.0
Electronic Songwriter Royalties: Call Me Karizma & Illenium,life_of_rights,2021-10-11,,6.21,3139.0,2.36,4126,19500.0
"J.Lo's #1 Global Dance Hit ""Waiting For Tonight""",30_year,2021-10-11,,9.27,19094.0,20.89,4202,177000.0
Swedish EDM Featuring Cazzette,10_year,2021-10-08,,2.03,11106.0,5.12,4201,22500.0
Diverse R&B Catalog,life_of_rights,2021-10-08,,13.37,299.0,2.97,4015,4000.0
K-Pop Catalog: Daniel Kang & Exo-Sc,10_year,2021-10-07,,1.67,23950.0,2.54,4222,40000.0
"""Drip"" From Cardi B & Other Hip-Hop",life_of_rights,2021-10-07,,5.81,15664.0,3.88,4218,91000.0
"Hip-Hop & R&B Publishing: SZA, Isaiah Rashad, + Others",10_year,2021-10-06,,4.64,7977.0,5.32,4240,37000.0
Publishing From SZA + Rihanna,10_year,2021-10-06,,5.26,12368.0,3.75,4239,65000.0
Publishing: Global Pop/Dance Featuring Conrad Sewell,life_of_rights,2021-10-07,,4.57,17523.0,4.28,4227,80001.0
"Kygo's Hit Single ""Firestone"" - Publishing Royalties",life_of_rights,2021-10-05,,7.01,46730.0,6.83,4226,327777.0
"""Dive In"" by Trey Songz - Songwriter Royalties",life_of_rights,2021-10-06,,12.52,2605.0,5.61,4133,32609.0
Streaming Hip-Hop Featuring J. Cole,partial_10_year,2021-10-06,,6.83,1611.0,6.08,3516,11000.0
"""Your Love is Rated X"" - Johnnie Taylor + More - Publishing Royalties",life_of_rights,2021-10-05,,8.71,2296.0,44.02,4136,20000.0
"""2012"" by Chris Brown",life_of_rights,2021-10-04,,17.7,508.0,9.0,3995,9000.0
"""Stop Cappin"" by Blueface & More",life_of_rights,2021-09-30,,5.29,1700.0,2.23,4221,9000.0
"Music From TV Show ""Cheaters""",life_of_rights,2021-09-29,,5.17,56628.0,11.74,3932,293000.0
"Songwriter Royalties - The Game, Machine Gun Kelly, & Others",life_of_rights,2021-09-28,,4.68,4592.0,1.72,4211,21500.0
"Songwriter Royalties: Danny Gokey, Sidewalk Prophets & More",life_of_rights,2021-09-23,,4.31,10681.0,3.81,4188,46000.0
"Songwriting Royalties from ""Snitchin"" by Pop Smoke",life_of_rights,2021-09-22,,2.86,4927.0,1.0,4210,14100.0
Publishing Royalties: Luh Soldier & More,life_of_rights,2021-09-22,,5.89,3397.0,1.49,4170,20000.0
"Royalties from British Dance Music Hit ""House Every Weekend""",life_of_rights,2021-09-17,,8.51,11746.0,6.41,4013,100000.0
"Hip-Hop: Kevin Gates, Trae Tha Truth & Others",life_of_rights,2021-09-17,,9.98,1203.0,7.63,4203,12000.0
Platinum Hit by Rae Sremmurd and More,life_of_rights,2021-09-17,,10.32,1890.0,5.08,3985,19500.0
"Royalties from XXXTentacion's ""Save Me""",partial_10_year,2021-09-16,,5.62,2225.0,4.0,4062,12500.0
"""Rise"" by Danny Gokey & More",life_of_rights,2021-09-15,,4.06,2463.0,4.07,4191,10000.0
Songwriter Royalties: Luh Soldier & More,life_of_rights,2021-09-14,,4.4,1704.0,1.94,4169,7500.0
Consistent Indie Rock Publishing Royalties,life_of_rights,2021-09-13,,7.34,26718.0,7.55,4083,196000.0
Songwriter Royalties from Punk-Rock Band - Set It Off,life_of_rights,2021-09-10,,7.06,14157.0,6.43,4164,100000.0
Pop and R&B From Shakira & Jamie Foxx,life_of_rights,2021-09-10,,18.46,4062.0,8.42,3081,75000.0
"""Beautiful Lady"" by Gyptian & More",life_of_rights,2021-09-08,,6.3,596.0,16.69,4166,3750.0
Consistent Songwriter Royalties: Akon & Others,life_of_rights,2021-09-08,,7.75,1000.0,17.35,4165,7750.0
Songwriter Royalties: Queen Naija and K Michelle,30_year,2021-09-03,,4.25,2940.0,1.25,4152,12500.0
Hit Single from Cage the Elephant,life_of_rights,2021-09-03,,13.86,1010.0,11.0,4027,14000.0
"Discovery, Bravo + More - TV and Film Cues",life_of_rights,2021-09-02,,6.08,4279.0,3.22,4130,26000.0
"Songwriter Royalties - ""Broken"" by Lovelytheband",life_of_rights,2021-08-27,,6.04,16544.0,3.75,4106,100000.0
"Publishing Royalties: Ray J's ""Sexy Can I""",life_of_rights,2021-08-25,,6.8,7355.0,13.88,4078,50000.0
"""Love"" by We Are Messengers - Songwriter Royalties",30_year,2021-08-25,,1.36,25821.0,1.25,4098,35000.0
Soulja Boy & Beyoncé - Songwriter Royalties,life_of_rights,2021-08-25,,8.2,2745.0,10.48,4103,22500.0
A$AP Ferg: Songwriter Royalties,life_of_rights,2021-08-25,,8.04,995.0,6.62,4102,8000.0
Underground Hip-Hop: Rome Fortune,life_of_rights,2021-08-25,,4.52,2212.0,2.68,4014,10000.0
"R&B Songwriter Royalties: Case, Mary J. Blige, & Foxy Brown",life_of_rights,2021-08-25,,11.82,1481.0,22.33,4097,17500.0
SZA + Rihanna: Songwriter Royalties,life_of_rights,2021-08-25,,6.18,23051.0,4.56,4093,142500.0
Publishing From Soulja Boy & Beyoncé,life_of_rights,2021-08-24,,8.95,5588.0,9.85,4086,50000.0
"Songwriter Royalties: Ray J's ""Sexy Can I""",life_of_rights,2021-08-24,,9.22,4557.0,12.84,4096,42000.0
Khalid & Bryson Tiller Producer Royalties,10_year,2021-08-24,,4.63,34565.0,5.07,4095,160000.0
"Royalties from Viral Hit ""Wobble"" + More",life_of_rights,2021-08-24,,4.59,50112.0,10.0,4039,230000.0
Hip-Hop Publishing: A$AP Ferg & More,life_of_rights,2021-08-23,,9.15,1914.0,6.77,4094,17500.0
"Pop: Enrique Iglesias, Rihanna, Jay Sean & Ciara",partial_10_year,2021-08-23,,6.19,7938.0,11.46,3827,49145.0
Indie Rock Sound Recording Royalties,life_of_rights,2021-08-20,,6.44,3882.0,2.82,4084,25000.0
Publishing Royalties: Global Pop,life_of_rights,2021-08-20,,8.14,4301.0,6.69,4090,35000.0
"Hits From Khalid: 7X Platinum ""Location"" & More",10_year,2021-08-20,,4.57,60172.0,4.49,4081,275000.0
"Rita Ora's ""New Look"" & More - Songwriter Royalties",life_of_rights,2021-08-20,,6.37,2817.0,2.51,4069,17950.0
10-Year-Old Hip-Hop/Electronica,partial_10_year,2021-08-19,,5.18,1448.0,11.18,3969,7500.0
American Rock Band Yellowcard - Songwriter Royalties,life_of_rights,2021-08-17,,10.84,16140.0,15.52,4061,175000.0
"""She Got It"" by 2 Pistols - Publishing Royalties",life_of_rights,2021-08-17,,6.6,2727.0,13.48,4071,18000.0
Publishing: Future & YoungBoy Never Broke Again,life_of_rights,2021-08-17,,4.69,5330.0,2.92,4075,25000.0
Indie Hip-Hop/Soul - Songwriter Royalties,10_year,2021-08-17,,4.09,2198.0,3.43,4080,9000.0
Yellowcard's Hopeless Records Royalties,life_of_rights,2021-08-13,,8.84,3282.0,7.61,4082,29000.0
Tracks from Conrad Sewell + More - Songwriter Royalties,life_of_rights,2021-08-11,,5.04,12905.0,3.99,4076,65000.0
Publishing Royalties: Alt-Rock Band Yellowcard,life_of_rights,2021-08-09,,11.25,26670.0,16.91,4063,300000.0
"Yellowcard Album ""Southern Air"" - Publishing Royalties",life_of_rights,2021-08-08,,10.09,2428.0,7.16,4066,24500.0
"Hip-Hop Publishing: Rich Homie Quan, Tyga, & More",life_of_rights,2021-08-05,,6.72,22609.0,4.74,4074,152000.0
Hip-Hop Royalties ft. Dave East and More,life_of_rights,2021-08-04,,10.59,1271.0,4.7,4024,13462.0
Tracks from Sanctus Real - Songwriter Royalties,30_year,2021-08-02,,8.77,1711.0,10.96,4073,15000.0
Electronic Songwriter Royalties: Call Me Karizma & Illenium,life_of_rights,2021-08-01,,5.15,2679.0,2.16,4068,13800.0
"""Eyes Closed"" + More from 2 Pistols - Publishing Royalties",life_of_rights,2021-07-29,,10.82,693.0,13.04,4072,7500.0
Hip-Hop from 2 Pistols - Songwriter Royalties,life_of_rights,2021-07-28,,10.44,1150.0,12.71,4067,12000.0
Production Music: Sportscasts & Reality TV,life_of_rights,2021-07-27,,7.2,3472.0,5.24,4057,25000.0
Diverse Pop & R&B Catalog,partial_10_year,2021-07-27,,4.73,12426.0,7.87,2807,58761.0
"Jake Owen - ""What We Ain't Got"" - Songwriter Royalties",life_of_rights,2021-07-23,,8.1,987.0,6.89,4065,8000.0
Established Streaming-Driven Hip-Hop,partial_10_year,2021-07-21,,7.33,2556.0,13.71,3679,18750.0
Wisin & Yandel Publishing Royalties,life_of_rights,2021-07-20,,8.45,7098.0,11.51,4060,60000.0
"Music From The Award-Winning ""Shrek"" Film Franchise",life_of_rights,2021-07-20,,9.36,235003.0,15.04,4050,2200000.0
"Royalties from XXXTentacion's ""Save Me""",partial_10_year,2021-07-15,,4.0,2225.0,4.0,3483,8900.0
Pop From Backstreet Boys & More,life_of_rights,2021-07-15,,10.46,5105.0,7.29,3705,53419.0
"""Your Love is Rated X"" - Johnnie Taylor + More - Publishing Royalties",life_of_rights,2021-07-13,,6.97,2655.0,43.58,4054,18500.0
90s Dance/Hip-Hop + Fatboy Slim,life_of_rights,2021-07-10,,15.05,1661.0,25.23,3715,25000.0
Growing Streaming Earnings from Hip-Hop,partial_10_year,2021-07-08,,5.14,9350.0,3.59,3528,48077.0
Wisin & Yandel ft. Jennifer Lopez + More - Songwriter Royalties,30_year,2021-07-02,,9.53,944.0,7.42,4048,9000.0
"Dance Music: DJ Cassidy, R. Kelly, Robin Thicke",life_of_rights,2021-07-02,,7.8,5768.0,5.99,4047,45000.0
"Southern Hip-Hop: Huey's ""Pop, Lock & Drop It""",partial_10_year,2021-07-01,,5.61,970.0,14.7,3751,5435.0
"New Kids on The Block, Akon + More - Publishing Royalties",life_of_rights,2021-07-01,,9.04,9403.0,11.56,4046,85000.0
Quando Rondo + More - Songwriter Royalties,life_of_rights,2021-06-29,,3.95,2024.0,1.07,4044,8000.0
Quando Rondo + OMB Peezy - Publishing Royalties,life_of_rights,2021-06-28,,7.13,993.0,0.45,4041,7086.0
Pop from Kristinia DeBarge and More,life_of_rights,2021-06-24,,3.72,1345.0,5.33,4033,4999.0
"Jason Aldean's ""Ride All Night,""  Tyler Farr  + More - Songwriter Royalties",life_of_rights,2021-06-21,,6.92,4332.0,3.38,4022,30000.0
"""Touch From You"" - Tamela Mann - Songwriter Royalties",life_of_rights,2021-06-19,,6.71,2087.0,1.0,4017,13996.0
"Beyoncé, Rita Ora, Kylie Minogue & More",life_of_rights,2021-06-18,,9.38,9861.0,7.67,3063,92475.0
"""Dive In"" by Trey Songz - Songwriter Royalties",life_of_rights,2021-06-18,,7.48,2004.0,6.32,4016,15000.0
Underground Hip-Hop: Rome Fortune,life_of_rights,2021-06-14,,11.94,694.0,3.4,3993,8280.0
"""America's Got Talent"" + More - TV and Film Placements",10_year,2021-06-11,,3.6,16128.0,4.64,3976,58000.0
"Busta Rhymes, Juvenile, Slim Thug, and More",partial_10_year,2021-06-11,,6.22,1262.0,11.62,4008,7850.0
Diverse R&B Catalog,life_of_rights,2021-06-10,,12.92,503.0,2.25,3992,6500.0
"Jersey Shore, Chicago PD + More - TV and Film Placements",10_year,2021-06-05,,5.33,1314.0,5.75,3978,7000.0
"Publishing: Enrique Iglesias, Rihanna, Jay Sean & Ciara",10_year,2021-06-02,,5.12,19727.0,11.51,3958,101000.0
Cold Case + More - TV and Film Cues,life_of_rights,2021-05-30,,4.89,68548.0,5.66,3954,335000.0
America's Next Top Model + More - TV and Film Cues,life_of_rights,2021-05-21,,8.76,1370.0,12.77,3940,12000.0
"Discovery, Bravo + More - TV and Film Cues",life_of_rights,2021-05-21,,4.2,3926.0,2.92,3937,16500.0
"Rod Wave, JayDaYoungan, + More - Songwriter Royalties",life_of_rights,2021-05-19,,4.7,10641.0,1.54,3938,50000.0
"NBA YoungBoy - ""Self Control"" + More - Songwriter Royalties",life_of_rights,2021-05-18,,4.4,28401.0,2.4,3935,124999.0
"NBA YoungBoy - ""Freeddawg"" + More - Songwriter Royalties",life_of_rights,2021-05-17,,4.88,9225.0,2.67,3936,45000.0
"""Touch From You"" - Tamela Mann - Songwriter Royalties",life_of_rights,2021-04-30,,4.0,562.0,1.0,3929,2250.0
2X Platinum “Juju On That Beat”,life_of_rights,2021-04-30,,8.62,4202.0,3.25,3829,36232.0
"""In Touch with Dr. Charles Stanley"" - Background Music - Performance Royalties (Songwriter)",30_year,2021-04-22,,3.95,3546.0,1.49,3903,14000.0
"""In Touch with Dr. Charles Stanley"" - Background Music - Performance Royalties (Publisher)",30_year,2021-04-20,,3.75,3763.0,1.49,3904,14100.0
Frank Ocean + More - Publishing Royalties,10_year,2021-04-16,,4.07,22605.0,9.75,3897,92000.0
"Billboard hit ""iSpy"" by KYLE ft. Lil Yachty",life_of_rights,2021-04-15,,5.29,32805.0,4.0,3887,173500.0
Anderson .Paak & 50 Cent — Songwriter Royalties,life_of_rights,2021-04-15,,12.23,28616.0,9.84,3690,350000.0
Matoma & Gia “Heart Won’t Forget”,partial_10_year,2021-04-09,,13.04,333.0,4.5,3254,4348.0
"Rod Wave's ""Brace Face"" + more - Songwriter Royalties",life_of_rights,2021-04-09,,2.82,26953.0,1.16,3890,76000.0
"Rod Wave's ""Sky Priority"" + More",life_of_rights,2021-04-08,,3.62,15348.0,1.61,3889,55600.0
"Electronic Music from Nicky Romero, Cosmic Gate, and DJ Antoine",10_year,2021-04-04,,8.36,1673.0,5.28,3870,13995.0
Hip-Hop from YoungBoy Never Broke Again and Rod Wave,life_of_rights,2021-04-03,,3.77,17220.0,1.83,3888,65000.0
"Legendary Pop: Justin Timberlake, Beyoncé & Jay-Z",partial_10_year,2021-04-01,,9.93,13978.0,7.72,3064,138782.0
Streaming-Driven Hip-Hop Collection,life_of_rights,2021-03-30,,8.16,3274.0,4.38,3699,26709.0
"Established Hip-Hop: ""Wobble"" From V.I.C.",30_year,2021-03-30,,10.32,6784.0,11.95,3871,70000.0
Grammy-Winning Band: Cage The Elephant,life_of_rights,2021-03-27,,13.74,36402.0,10.34,2922,500000.0
"Publishing: Dem Franchize Boyz's “Lean Wit It, Rock Wit It”",life_of_rights,2021-03-19,,13.3,5302.0,13.19,3873,70500.0
Anarbor: Alt-Rock Performance Royalties,life_of_rights,2021-03-17,,14.31,1272.0,8.23,3716,18200.0
Streaming Heavy Publishing Royalties from Mac Miller & Wiz Khalifa,life_of_rights,2021-03-14,,8.21,48725.0,7.7,3799,400000.0
Metal Tracks from Ill Niño,life_of_rights,2021-03-11,,8.0,1555.0,10.29,3864,12436.0
Music From Quentin Tarantino’s “Pulp Fiction”,life_of_rights,2021-03-10,,10.62,12151.0,26.22,3855,129000.0
R&B & Pop Catalog: Featuring Trey Songz,partial_10_year,2021-03-04,,6.95,1366.0,6.52,3854,9500.0
"Tim Legend - ""Hope"" ft. Brave",10_year,2021-02-27,,5.34,2153.0,4.75,3840,11500.0
Hip-Hop Royalties ft. Dave East and More,life_of_rights,2021-02-27,,5.02,1903.0,3.6,3846,9550.0
Hip-Hop Publishing Royalties ft. Ja Rule,life_of_rights,2021-02-26,,11.8,5126.0,18.72,3841,60501.0
"Streaming Royalties ft. Ab Soul, Kendrick Lamar, and J.I.D",life_of_rights,2021-02-24,,8.49,2002.0,5.52,3825,17000.0
Hit Tracks from Jeremih and More,life_of_rights,2021-02-23,,8.38,5966.0,7.8,3838,50000.0
R&B Tracks from Tank,life_of_rights,2021-02-23,,4.42,566.0,2.54,3836,2500.0
"J. Cole - ""Wet Dreamz""",life_of_rights,2021-02-23,,8.11,18496.0,6.25,3834,150000.0
10-Year-Old Hip-Hop/Electronica,partial_10_year,2021-02-22,,5.71,1182.0,10.62,3659,6750.0
Hip-Hop Featuring Jase Harley,life_of_rights,2021-02-21,,9.45,1460.0,4.07,3830,13800.0
Hit Single from Cage the Elephant,life_of_rights,2021-02-17,,11.74,1107.0,10.51,3771,13000.0
Established Rock Catalog Featuring Tantric,life_of_rights,2021-02-17,,10.85,2511.0,16.46,3758,27250.0
1979 Hit Dance/Disco Single,life_of_rights,2021-02-13,,10.7,1997.0,38.12,3817,21368.0
"Publishing Royalties from Machine Gun Kelly's ""Bloom""",life_of_rights,2021-02-12,,5.88,14806.0,3.64,3808,87000.0
Publishing Royalties: Machine Gun Kelly,life_of_rights,2021-02-11,,5.84,13180.0,3.77,3812,77000.0
Songwriter Royalties: Machine Gun Kelly,life_of_rights,2021-02-11,,6.86,6927.0,3.75,3811,47500.0
"Tracks from Machine Gun Kelly's ""Bloom""",life_of_rights,2021-02-10,,6.87,5602.0,3.75,3807,38500.0
Lovelytheband’s “Broken” — Songwriter Royalties,life_of_rights,2021-02-08,,5.72,66450.0,3.5,3776,380000.0
"""Back To Love"" by Chris Brown",partial_10_year,2021-02-06,,2.56,4104.0,1.25,3571,10500.0
"Fergie Hit ""L.A. Love"" and More Streaming Heavy Royalties",partial_10_year,2021-02-06,,4.61,6019.0,7.23,3529,27778.0
Theme Music from ABC’s America This Morning,life_of_rights,2021-02-05,,6.73,1454.0,7.09,3090,9783.0
"Busta Rhymes, Juvenile, Slim Thug, and More",10_year,2021-02-04,,5.83,1200.0,11.37,3795,7000.0
Pop from Kristinia DeBarge and More,life_of_rights,2021-02-03,,3.17,1420.0,4.7,3788,4500.0
Legendary Hip-Hop: Ja Rule,30_year,2021-01-31,,10.32,3536.0,19.44,3764,36500.0
"Platinum EDM: Kygo - ""Firestone""",life_of_rights,2021-01-29,,9.01,30518.0,6.0,3694,275000.0
Platinum Hit by Rae Sremmurd and More,life_of_rights,2021-01-29,,6.87,1455.0,4.64,3780,10000.0
Consistent Mac Miller & Wiz Khalifa Royalties,life_of_rights,2021-01-27,,10.09,11893.0,7.38,3728,120000.0
Streaming Reggaeton and Latin Hip-Hop,10_year,2021-01-26,,3.73,26810.0,3.21,3633,100000.0
Established Global Electronic & Pop,life_of_rights,2021-01-25,,6.34,3156.0,4.27,3770,20000.0
Contemporary Christian & Gospel Collection,partial_10_year,2021-01-21,,11.35,357.0,3.82,2811,4050.0
"Drake's Multi-Platinum Hit ""Best I Ever Had""",life_of_rights,2021-01-21,,14.5,3748.0,11.5,3730,54348.0
"Publishing Royalties: ""2012"" by Chris Brown",life_of_rights,2021-01-18,,8.24,1317.0,8.42,3745,10850.0
20-Year-Old R&B and Hip-Hop,life_of_rights,2021-01-16,,9.62,1040.0,21.41,3707,10000.0
Performance Royalties: Taylor Acorn,life_of_rights,2021-01-16,,9.15,1640.0,3.08,3743,15000.0
"""2012"" by Chris Brown",life_of_rights,2021-01-15,,8.67,824.0,8.25,3742,7150.0
Migos Publishing Royalties,partial_10_year,2021-01-12,,4.19,2745.0,4.95,3634,11500.0
"Pop From Jason Derulo, Pitbull, Camila Cabello",life_of_rights,2021-01-05,,5.58,57398.0,3.72,3314,320513.0
"Contemporary Christian and Pop Rock: Big Daddy Weave, OBB",life_of_rights,2020-12-29,,7.7,11040.0,6.57,3627,84974.0
"Contemporary Christian: Big Daddy Weave, Ellie Holcomb",life_of_rights,2020-12-27,,7.86,10177.0,6.4,3628,80000.0
Streaming-Driven Hip-Hop Catalog,partial_10_year,2020-12-20,,5.58,2149.0,6.07,3482,12000.0
"Publishing Royalties: T.I., Meek Mill, Yo Gotti",10_year,2020-12-18,,0.6,15818.0,1.59,3663,9500.0
Diverse R&B Catalog,life_of_rights,2020-12-18,,6.69,867.0,1.66,3642,5796.0
"""I Wanna Be A Cowboy"" From Boys Don't Cry",partial_10_year,2020-12-18,,6.63,902.0,34.2,3667,5978.0
Underground Hip-Hop: Rome Fortune,life_of_rights,2020-12-17,,8.92,728.0,2.54,3645,6490.0
Grammy-Awarded Artist Chris Brown,partial_10_year,2020-12-04,,7.48,3341.0,4.59,3157,25000.0
"Hip-Hop Publishing Royalties - A$AP Ferg, Chris Brown and more",life_of_rights,2020-11-25,,6.31,63368.0,5.2,3606,400000.0
Post Malone & Travis Scott: Streaming-Driven Hip-Hop,life_of_rights,2020-11-23,,5.92,38853.0,3.22,3599,230000.0
International Pop & Electronic Collection,partial_10_year,2020-11-23,,4.52,7741.0,3.48,3201,35000.0
"""Ice Cream Paint Job"" Songwriter Royalties",partial_10_year,2020-11-18,,5.02,3319.0,10.94,3572,16666.0
"Mac Miller - ""Someone Like You"" + More",partial_10_year,2020-11-16,,3.86,2795.0,5.09,3592,10800.0
Streaming Hip-Hop: Ski Mask The Slump God,life_of_rights,2020-11-06,,2.89,36650.0,1.9,3583,105882.0
Established Contemporary Christian Catalog,life_of_rights,2020-10-23,,7.01,22546.0,5.53,3555,158000.0
Christian Rock and Hip-Hop,30_year,2020-10-23,,1.79,17052.0,0.73,3563,30588.0
Joey Bada$$ Songwriting Royalties,partial_10_year,2020-10-21,,6.1,7133.0,5.8,3370,43478.0
25-Year-Old #1 Dance Club Hit,partial_10_year,2020-10-15,,4.92,20338.0,13.51,2830,100000.0
20-Year-Old Royalties from Punk Rock Icons The Misfits,30_year,2020-10-08,,10.5,4964.0,21.99,3547,52118.0
Multi-Platinum Ariana Grande & Justin Bieber,partial_10_year,2020-10-07,,5.25,2264.0,6.88,3531,11888.0
"Fat Joe, Remy Ma, Jay-Z “All The Way Up Remix"" + More",life_of_rights,2020-10-05,,11.52,1909.0,4.18,3123,22000.0
International Electronic and R&B,life_of_rights,2020-09-30,,5.33,30950.0,2.85,3534,164900.0
Underground Streaming Hip-Hop,life_of_rights,2020-09-30,,4.35,1751.0,3.59,3540,7624.0
"""Rapture"" by Koffee",life_of_rights,2020-09-30,,5.5,4543.0,1.5,3536,25000.0
"Catalog Featuring Pop, Country, Christian & Rock",partial_10_year,2020-09-28,,4.04,11763.0,6.29,2796,47500.0
Asset #3159,partial_10_year,2020-09-27,,9.65,3110.0,17.97,3159,30000.0
"Hip-Hop: G-Eazy, Halsey",life_of_rights,2020-09-15,,4.79,21935.0,2.65,3500,105000.0
Tracks from Singer-Songwriter Ryley Walker,life_of_rights,2020-09-12,,5.51,7986.0,4.13,3520,44000.0
Asset #3243,partial_10_year,2020-09-11,,6.64,3691.0,4.5,3243,24500.0
Asset #3316,partial_10_year,2020-09-11,,3.64,2886.0,4.11,3316,10500.0
Streaming-Driven Hip-Hop Prodigy Kaiydo,partial_10_year,2020-09-04,,4.11,2093.0,4.0,3269,8600.0
Recent Releases: Streaming-Driven Hip-Hop,10_year,2020-09-04,,4.04,2478.0,1.63,3502,10000.0
"12-Year Old, Streaming-Driven Hip-Hop",10_year,2020-09-03,,6.25,2882.0,12.74,3497,18000.0
"Pop: Enrique Iglesias, Rihanna, Jay Sean & Ciara",10_year,2020-09-02,,5.36,10257.0,10.45,3499,55000.0
DJ Khaled Streaming Heavy Performance Royalties,partial_10_year,2020-09-02,,4.5,9106.0,4.66,3496,40977.0
"""Ice Cream Paint Job"" by Dorrough - Songwriter Royalties",10_year,2020-08-27,,4.62,3244.0,10.75,3489,15000.0
Asset #3469,10_year,2020-08-26,,4.58,5024.0,4.05,3469,23000.0
Asset #3474,partial_10_year,2020-08-23,,2.97,9697.0,12.89,3474,28846.0
"Royalties from British Dance Music Hit ""House Every Weekend""",life_of_rights,2020-08-22,,5.26,13312.0,5.69,3472,70000.0
R&B & K-Pop Royalties,life_of_rights,2020-08-21,,7.3,2383.0,2.87,3435,17391.0
Pop: New Kids On The Block & More,partial_10_year,2020-08-03,,4.79,2079.0,3.31,2789,9950.0
Indie-Electronic Artist Mux Mool,partial_10_year,2020-08-03,,6.48,1312.0,7.48,2785,8500.0
Asset #2835,partial_10_year,2020-08-02,,6.96,1144.0,7.38,2835,7959.0
Performance Royalties: Meek Mill’s “Believe It”,life_of_rights,2020-08-02,,10.58,1439.0,7.25,3313,15224.0
Drake’s Multi-Platinum Hit “Best I Ever Had”,life_of_rights,2020-07-26,,13.02,3840.0,11.01,2931,50000.0
