Listing ID,Sale Price,LTM Multiple,Last 12 Months,3-Year Average,Earnings Since 2022,Dollar Age,Track Included,Last Transaction Price,Last Transaction Date,Term,Marketplace Median,Minimum Bid,Asset ID,Offer Info,Earnings Since 2021,Tracks Included,Earnings Since 2019,Earnings Since 2014,Years Remaining,Expiration Date,Earnings Since 2018,Earnings Since 2015,Earnings Since 2009,Earnings Since 2013,,,,,,,,
4909,"$23,500 ",5.94 x LTM,3958,—,"$4,894 ",1.40 Years,1,Life of Rights,,"$22,500 ",4909,,,,,,"$12,000 ",8-Nov-22,,,,,,,,,,,,,,
4908,"$24,165 ",12.95 x LTM,1866,"$1,449 ",,56.56 Years,,Life of Rights,,"$15,000 ",4908,,88,,,,,,"$23,484 ",,,,,,,,,,,,,
4904,"$23,500 ",3.60 x LTM,6525,—,"$9,122 ",1.70 Years,,Life of Rights,,"$20,000 ",4904,,2,,,,,,,,,,,,,,,,,,,
4832,"$42,900 ",7.86 x LTM,5457,"$5,409 ",,12.19 Years,,Life of Rights,,"$42,800 ",4832,,171,,,,,,,,,,"$71,619 ",,,,,,,,,
4915,"$60,000 ",3.52 x LTM,17036,"$9,900 ",,8.07 Years,,Life of Rights,,"$7,285 ",4915,,2,,,,,,,,,,,"$33,312 ",,,,,,,,
4897,"$121,000 ",5.27 x LTM,22958,"$21,244 ",,4.23 Years,,Life of Rights,,"$75,000 ",4897,,4,,,,,,,,,,,"$70,891 ",,,,,,,,
4912,"$92,000 ",7.28 x LTM,12643,"$13,621 ",,8.38 Years,,Life of Rights,,"$60,000 ",4912,,72,,,,"$126,000 ",30-Nov-17,,,,,,,"$165,578 ",,,,,,,
4813,"$150,000 ",6.47 x LTM,23192,"$20,657 ",,7.51 Years,,Life of Rights,,"$110,000 ",4813,,26,,,"$61,972 ",,,,,,,,,,,,,,,,
4659,"$8,500 ",8.98 x LTM,947,"$1,666 ",,3.89 Years,,Life of Rights,,"$8,500 ",4659,,5,,,,"$9,250 ",24-May-22,,,,,,"$7,059 ",,,,,,,,
4917,"$4,500 ",3.71 x LTM,1213,"$1,344 ",,4.55 Years,,Term Advance 10-Year,,"$1,213 ",4917,,87,10,17-Nov-32,"$6,249 ",,,,,,,,,,,,,,,,
4916,"$5,400 ",3.93 x LTM,1376,$576 ,,1.24 Years,,Term Advance 10-Year,,"$1,376 ",4916,,39,10,16-Nov-32,,,,,,,,,,,"$2,105 ",,,,,,
4910,"$3,750 ",2.73 x LTM,1372,—,"$1,372 ",1.40 Years,1,Term Advance 30-Year,,"$1,350 ",4910,,,30,15-Nov-52,,,,,,,,,,,,,,,,,
3704,"$2,551 ",6.62 x LTM,386,$396 ,,5.77 Years,,Term Advance 10-Year,,"$2,500 ",3704,,22,6.7,27-Jul-29,,"$4,825 ",27-Jul-19,,"$6,481 ",,,,,,,,,,,,
4757,"$6,800 ",7.32 x LTM,929,$782 ,,2.69 Years,,Term Advance 30-Year,,"$6,000 ",4757,,81,29.7,22-Jul-52,"$2,621 ","$4,100 ",22-Jul-22,,,,,,,,,,,,,,
4883,"$49,000 ",5.81 x LTM,8439,"$5,201 ",,53.07 Years,,Life of Rights,,"$8,439 ",4883,,156,,,,,,,"$25,989 ",,,,,,,,,,,,
4816,"$21,000 ",2.95 x LTM,7113,—,"$7,113 ",1.50 Years,1,Term Advance 10-Year,,"$12,000 ",4816,,,10,9-Nov-32,,,,,,,,,,,,,,,,,
4561,"$6,425 ",13.80 x LTM,466,$561 ,,10.00 Years,1,Life of Rights,,"$6,000 ",4561,,,,,,"$5,000 ",24-Mar-22,"$6,582 ",,,,,,,,,,,,,
4882,"$3,500 ",14.89 x LTM,235,$467 ,,3.92 Years,,Life of Rights,,"$3,499 ",4882,,93,,,,"$2,500 ",18-Oct-22,,,,,,,"$3,612 ",,,,,,,
4885,"$12,000 ",2.72 x LTM,4419,—,"$4,419 ",1.40 Years,1,Life of Rights,,"$4,419 ",4885,,,,,,,,,,,,,,,,,,,,,
3203,"$5,500 ",2.88 x LTM,1911,"$2,994 ",,6.44 Years,,Term Advance 10-Year,,$100 ,3203,,30,6.62,20-Jun-29,,"$37,200 ",20-Jun-19,,,,,,,,,"$36,323 ",,,,,
4089,"$12,228 ",3.78 x LTM,3232,"$2,888 ",,15.30 Years,,Term Advance 10-Year,,"$3,038 ",4089,,178,7.83,3-Sep-30,,"$18,750 ",21-Jul-21,,,,,,,,,,"$32,173 ",,,,
4873,"$32,000 ",6.21 x LTM,5152,"$7,960 ",,4.44 Years,,Life of Rights,,"$19,500 ",4873,,16,,,,,,,,,,,,,,"$47,567 ",,,,,
4884,"$7,000 ",7.07 x LTM,989,$928 ,,6.37 Years,,Life of Rights,,"$3,000 ",4884,,37,,,,,,,,,,,,,,,,"$9,244 ",,,
4876,"$15,105 ",7.17 x LTM,2107,"$3,119 ",,3.73 Years,,Life of Rights,,"$12,250 ",4876,"$11,817 ",5,,,,,,,,,,,,,,,,,,,
4846,"$266,250 ",7.81 x LTM,34095,"$25,205 ",,11.07 Years,,Life of Rights,,"$125,000 ",4846,,35,,,,,,,"$193,131 ",,,,,,,,,,,,
4802,"$35,500 ",5.26 x LTM,6751,"$8,192 ",,3.70 Years,,Life of Rights,,"$10,000 ",4802,,33,,,,,,,"$48,013 ",,,,,,,,,,,,
4804,"$125,000 ",2.93 x LTM,42610,"$51,332 ",,4.97 Years,,Term Advance 10-Year,,"$42,610 ",4804,"$207,669 ",5,10,24-Oct-32,,,,,,,,,,,,,,,,,
4868,"$12,000 ",4.74 x LTM,2531,"$2,608 ",,3.65 Years,,Life of Rights,,"$3,500 ",4868,,5,,,"$7,846 ",,,,,,,,,,,,,,,,
4872,"$6,969 ",7.31 x LTM,953,"$1,710 ",,3.78 Years,1,Life of Rights,,$953 ,4872,,,,,"$6,581 ",,,,,,,,,,,,,,,,
4859,"$7,501 ",3.70 x LTM,2027,"$3,541 ",,4.30 Years,,Term Advance 10-Year,,"$7,500 ",4859,,5,10,19-Oct-32,,,,,,,,,,,,,,"$16,492 ",,,
4847,"$160,000 ",7.28 x LTM,21976,"$18,129 ",,21.15 Years,,Life of Rights,,"$75,000 ",4847,,601,,,,,,,,,,,,,,"$112,573 ",,,,,
4858,"$7,999 ",7.13 x LTM,1121,"$1,982 ","$7,397 ",3.78 Years,1,Life of Rights,,"$2,500 ",4858,,,,,,,,,,,,,,,,,,,,,
4277,"$2,500 ",10.63 x LTM,235,$467 ,,3.92 Years,,Life of Rights,,"$2,000 ",4277,"$3,612 ",93,"$4,000 ",8-Oct-21,,,,,,,,,,,,,,,,,
4844,"$5,525 ",3.85 x LTM,1435,—,,1.00 Years,1,Term Advance 30-Year,,"$1,296 ",4844,,,,,"$1,435 ",30,17-Oct-52,,,,,,,,,,,,,,
4843,"$4,460 ",4.15 x LTM,1075,—,,1.00 Years,1,Term Advance 30-Year,,"$1,075 ",4843,,,,,"$1,075 ",30,17-Oct-52,,,,,,,,,,,,,,
4865,"$95,000 ",12.42 x LTM,7646,"$7,118 ",,38.21 Years,1,Life of Rights,,"$50,000 ",4865,,,"$56,000 ",13-Sep-17,,,,"$95,213 ",,,,,,,,,,,,,
4863,"$16,100 ",5.43 x LTM,2966,"$4,060 ",,5.66 Years,,Life of Rights,,"$9,000 ",4863,,52,,,,,,,"$16,496 ",,,,,,,,,,,,
4800,"$33,000 ",7.66 x LTM,4310,"$4,451 ",,3.81 Years,,Life of Rights,,"$23,000 ",4800,,269,"$20,300 ",26-Aug-22,,,,,,"$21,032 ",,,,,,,,,,,
4834,"$14,000 ",16.40 x LTM,853,"$1,210 ",,5.75 Years,1,Life of Rights,,$853 ,4834,,,"$6,500 ",2-Sep-22,,,,,,,"$20,446 ",,,,,,,,,,
4853,"$9,000 ",3.75 x LTM,2398,—,,4.06 Years,1,Life of Rights,,"$2,398 ",4853,,,,,,,,,,,,"$11,945 ",,,,,,,,,
4841,"$41,500 ",4.63 x LTM,8959,"$14,224 ","$43,546 ",4.06 Years,1,Life of Rights,,"$20,000 ",4841,,,,,,,,,,,,,,,,,,,,,
4840,"$8,750 ",2.68 x LTM,3262,"$5,603 ","$18,279 ",4.06 Years,,Term Advance 30-Year,,"$8,000 ",4840,,2,,,,30,6-Oct-52,,,,,,,,,,,,,,
4830,"$13,650 ",10.60 x LTM,1288,"$1,062 ",,21.23 Years,1,Term Advance 30-Year,,"$4,000 ",4830,,,,,,30,5-Oct-52,,,,,,"$7,064 ",,,,,,,,
4839,"$9,000 ",7.88 x LTM,1142,"$1,204 ",,10.46 Years,,Term Advance 30-Year,,"$3,500 ",4839,,4,,,,30,5-Oct-52,,,,,,,"$9,071 ",,,,,,,
4823,"$170,000 ",3.75 x LTM,45295,"$46,354 ",,10.41 Years,,Life of Rights,,"$45,295 ",4823,,85,,,,,,,,,,,,,"$364,408 ",,,,,,
4726,"$16,100 ",14.13 x LTM,1139,—,,3.41 Years,,Life of Rights,,"$16,000 ",4726,,2,"$10,200 ",13-Jul-22,,,,,,,,"$2,111 ",,,,,,,,,
4434,"$33,000 ",9.50 x LTM,3476,"$3,273 ",,4.75 Years,,Life of Rights,,"$3,120 ",4434,,10,"$20,000 ",17-Dec-21,,,,,"$11,549 ",,,,,,,,,,,,
4835,"$38,000 ",4.16 x LTM,9132,—,,2.27 Years,1,Life of Rights,,"$30,000 ",4835,,,,,"$36,417 ",,,,,,,,,,,,,,,,
4829,"$25,750 ",10.37 x LTM,2484,"$2,540 ",,4.81 Years,,Life of Rights,,"$5,000 ",4829,,91,,,,,,,,,"$16,690 ",,,,,,,,,,
4827,"$52,500 ",16.98 x LTM,3093,"$2,788 ",,10.02 Years,,Life of Rights,,"$25,000 ",4827,,46,,,,,,,,,,,,,"$24,623 ",,,,,,
4821,"$43,000 ",4.88 x LTM,8809,—,,3.43 Years,,Life of Rights,,"$17,000 ",4821,,5,,,,,,,,,,"$20,419 ",,,,,,,,,
4817,"$35,400 ",4.32 x LTM,8204,"$7,305 ",,22.50 Years,,Term Advance 10-Year,,"$8,165 ",4817,,5,,,,10,27-Sep-32,,,,,,,,"$51,389 ",,,,,,
4831,"$33,400 ",10.00 x LTM,3339,"$2,521 ",,20.98 Years,1,Life of Rights,,"$15,000 ",4831,,,,,,,,,"$8,594 ",,,,,,,,,,,,
4811,"$92,000 ",1.67 x LTM,55138,—,,1.30 Years,1,Life of Rights,,"$30,000 ",4811,,,,,"$55,138 ",,,,,,,,,,,,,,,,
4814,"$7,799 ",5.57 x LTM,1400,"$1,537 ",,13.48 Years,,Term Advance 10-Year,,"$2,500 ",4814,,17,,,,10,23-Sep-32,,,,,,,"$12,858 ",,,,,,,
4557,"$8,000 ",7.43 x LTM,1077,$845 ,"$2,555 ",1.97 Years,,Life of Rights,,"$7,500 ",4557,,13,"$8,500 ",16-Mar-22,,,,,,,,,,,,,,,,,
4826,"$11,500 ",5.94 x LTM,1935,"$2,296 ","$6,888 ",3.11 Years,,Life of Rights,,"$1,935 ",4826,,2,,,,,,,,,,,,,,,,,,,
4764,"$181,000 ",8.73 x LTM,20728,"$20,800 ",,21.46 Years,,Life of Rights,,"$75,000 ",4764,,490,,,,,,,,,,,,,,"$122,236 ",,,,,
4006,"$60,123 ",21.80 x LTM,2758,"$2,681 ",,18.01 Years,,Life of Rights,,"$50,000 ",4006,,123,"$27,250 ",17-Feb-21,,,,,,,,,,,,,"$144,751 ",,,,
4721,"$19,500 ",14.64 x LTM,1332,"$1,185 ",,2.27 Years,,Life of Rights,,"$18,000 ",4721,,55,"$13,500 ",30-Jun-22,,,,,"$3,903 ",,,,,,,,,,,,
4805,"$8,900 ",5.05 x LTM,1764,"$1,320 ",,3.23 Years,,Term Advance 10-Year,,"$3,000 ",4805,,28,,,,10,14-Sep-32,,"$4,096 ",,,,,,,,,,,,
4799,"$27,000 ",2.91 x LTM,9271,—,,1.14 Years,1,Life of Rights,,"$2,000 ",4799,,,,,"$9,271 ",,,,,,,,,,,,,,,,
4247,"$27,800 ",6.74 x LTM,4126,"$4,638 ","$13,915 ",2.69 Years,,Life of Rights,,"$27,800 ",4247,,11,"$21,500 ",28-Sep-21,,,,,,,,,,,,,,,,,
4786,"$25,300 ",5.76 x LTM,4392,"$4,029 ",,4.25 Years,,Term Advance 30-Year,,"$4,437 ",4786,,189,,,,30,12-Sep-52,,,,,,,,,"$22,734 ",,,,,
2794,"$6,500 ",5.94 x LTM,1094,$943 ,,10.02 Years,,Term Advance 10-Year,,"$6,500 ",2794,,12,"$6,100 ",24-May-19,,6.72,24-May-29,,,,,,,"$49,793 ",,,,,,,
4782,"$6,000 ",12.14 x LTM,494,—,$783 ,1.70 Years,,Life of Rights,,$654 ,4782,,3,,,,,,,,,,,,,,,,,,,
4789,"$17,000 ",7.92 x LTM,2146,"$3,280 ",,3.75 Years,1,Life of Rights,,"$4,200 ",4789,,,,,,,,,"$11,933 ",,,,,,,,,,,,
4720,"$22,250 ",8.27 x LTM,2690,"$1,745 ",,22.65 Years,,Life of Rights,,"$2,648 ",4720,,94,,,,,,,,,,,,,,,,"$11,618 ",,,
4779,"$24,500 ",16.52 x LTM,1483,"$1,351 ",,32.12 Years,,Life of Rights,,"$1,482 ",4779,,24,,,,,,,,,,,,,,,"$29,977 ",,,,
4785,"$7,000 ",2.72 x LTM,2575,—,,1.32 Years,,Term Advance 10-Year,,"$5,000 ",4785,,15,,,,10,30-Aug-32,,,,,"$3,465 ",,,,,,,,,
3648,"$75,999 ",11.66 x LTM,6520,"$5,664 ","$41,885 ",23.62 Years,45,Term Advance 30-Year,28.11,8-Oct-50,"$**,***","$75,000 ",3648,,,,,,,,,,,,,,,,,,,
4783,"$8,600 ",4.72 x LTM,1820,—,,2.57 Years,50,Life of Rights,,,"$*,***","$1,820 ",4783,"$1,820 ",,,,,,,,,,,,,,,,,,
3478,"$3,000 ",4.90 x LTM,613,$722 ,"$12,117 ",10.13 Years,4,Term Advance 10-Year,7.54,12-Mar-30,"$*,***","$3,000 ",3478,,,,,,,,,,,,,,,,,,,
3700,"$29,000 ",8.55 x LTM,3393,"$5,491 ",,6.00 Years,,Life of Rights,,,"$**,***","$22,652 ",3700,,"$48,347 ",1,,,,,,,,,,,,,,,,
4780,"$20,300 ",4.71 x LTM,4310,"$4,451 ",,3.56 Years,269,Life of Rights,,,—,"$18,000 ",4780,,,,"$21,032 ",,,,,,,,,,,,,,,
4781,"$37,000 ",3.65 x LTM,10140,"$4,660 ",,1.83 Years,36,Life of Rights,,,—,"$10,140 ",4781,,"$18,562 ",,,,,,,,,,,,,,,,,
4774,"$17,500 ",4.94 x LTM,3540,"$4,338 ",,3.02 Years,97,Life of Rights,,,—,"$3,545 ",4774,,,,,"$13,014 ",,,,,,,,,,,,,,
4765,"$525,000 ",5.01 x LTM,104800,"$127,280 ",,4.76 Years,25,Life of Rights,,,"$***,***","$360,000 ",4765,,,,,,"$681,252 ",,,,,,,,,,,,,
4775,"$29,000 ",7.81 x LTM,3715,"$3,222 ",,5.83 Years,4,Life of Rights,,,"$**,***","$3,902 ",4775,,,,,,,"$12,892 ",,,,,,,,,,,,
4742,"$75,000 ",3.35 x LTM,22416,—,,1.26 Years,2,Life of Rights,,,"$**,***","$30,000 ",4742,"$22,455 ",,,,,,,,,,,,,,,,,,
4748,"$30,000 ",4.19 x LTM,7152,"$6,405 ",,2.51 Years,3,Life of Rights,,,"$**,***","$12,000 ",4748,,,,,,,,"$19,341 ",,,,,,,,,,,
4743,"$10,500 ",9.39 x LTM,1118,"$1,596 ","$18,169 ",9.15 Years,51,Term Advance 30-Year,30,18-Aug-52,"$**,***","$1,120 ",4743,,,,,,,,,,,,,,,,,,,
4761,"$75,000 ",9.43 x LTM,7957,"$6,631 ",,8.34 Years,53,Life of Rights,,,"$**,***","$7,891 ",4761,,,,,,,,"$32,757 ",,,,,,,,,,,
4749,"$14,000 ",8.81 x LTM,1590,"$2,167 ",,4.04 Years,4,Life of Rights,,,"$*,***","$1,590 ",4749,,,,,,,,,"$10,015 ",,,,,,,,,,
4762,"$62,500 ",4.55 x LTM,13729,"$5,616 ",,39.05 Years,2,Term Advance 30-Year,30,14-Aug-52,"$**,***","$40,000 ",4762,,,,,,"$28,248 ",,,,,,,,,,,,,
4660,"$6,000 ",8.79 x LTM,682,"$1,434 ",,5.93 Years,57,Life of Rights,,,—,"$6,000 ",4660,,,,,,,"$35,210 ",,,,,,,,,,,,
4740,"$21,950 ",4.64 x LTM,4734,"$4,692 ",,3.64 Years,20,Life of Rights,,,"$**,***","$4,734 ",4740,,"$27,413 ",,,,,,,,,,,,,,,,,
4435,"$38,500 ",10.06 x LTM,3826,"$5,846 ",,6.93 Years,2293,Life of Rights,,,—,"$5,688 ",4435,,,,,,,,,,"$65,192 ",,,,,,,,,
4754,"$31,000 ",5.66 x LTM,5477,"$5,263 ",,3.84 Years,21,Life of Rights,,,"$**,***","$15,000 ",4754,,,,,,"$28,984 ",,,,,,,,,,,,,
4699,"$60,000 ",4.37 x LTM,13729,"$5,616 ",,39.05 Years,2,Term Advance 30-Year,30,8-Aug-52,"$**,***","$30,000 ",4699,,,,,,"$28,248 ",,,,,,,,,,,,,
4717,"$104,000 ",2.99 x LTM,34798,—,,1.85 Years,9,Life of Rights,,,"$**,***","$95,000 ",4717,,,,,,,,,,,"$53,124 ",,,,,,,,
4738,"$207,500 ",10.83 x LTM,19157,"$18,298 ",,27.38 Years,26,Life of Rights,,,"$***,***","$100,000 ",4738,,,,,,,,,"$62,031 ",,,,,,,,,,
4735,"$12,500 ",1.88 x LTM,6651,—,,2.38 Years,,Life of Rights,,,—,"$12,000 ",4735,,,1,,,,,,,,"$6,926 ",,,,,,,,
3999,"$18,500 ",9.66 x LTM,1915,"$2,996 ",,5.89 Years,6,Life of Rights,,,"$**,***","$15,500 ",3999,,"$29,614 ",,,,,,,,,,,,,,,,,
4727,"$19,250 ",11.19 x LTM,1720,"$1,456 ",,8.59 Years,6,Term Advance 30-Year,30,5-Aug-52,"$**,***","$1,670 ",4727,,,,"$11,648 ",,,,,,,,,,,,,,,
4746,"$62,000 ",11.16 x LTM,5556,"$5,612 ",,10.82 Years,8,Life of Rights,,,"$**,***","$5,556 ",4746,,,,,,,,,"$20,799 ",,,,,,,,,,
4731,"$125,000 ",8.18 x LTM,15283,"$18,992 ",,6.01 Years,83,Life of Rights,,,"$***,***","$60,000 ",4731,,,,,,"$133,049 ",,,,,,,,,,,,,
4744,"$6,850 ",4.45 x LTM,1539,"$3,045 ",,2.75 Years,47,Life of Rights,,,"$*,***","$1,539 ",4744,,,,,,"$10,306 ",,,,,,,,,,,,,
4706,"$16,200 ",4.52 x LTM,3585,"$1,468 ",,9.86 Years,6,Life of Rights,,,"$**,***","$3,585 ",4706,,,,,,,"$20,342 ",,,,,,,,,,,,
4220,"$888,889 ",11.40 x LTM,77986,"$60,312 ",,19.96 Years,768,Life of Rights,,,—,"$675,000 ",4220,,,,,,,,,,,,"$691,432 ",,,,,,,
4739,"$5,000 ",4.71 x LTM,1061,$842 ,,2.30 Years,410,Life of Rights,,,—,"$1,061 ",4739,,,,,,"$2,891 ",,,,,,,,,,,,,
4736,"$5,800 ",2.21 x LTM,2625,"$1,427 ",,1.75 Years,163,Life of Rights,,,—,"$2,625 ",4736,,,,,,,,,"$4,490 ",,,,,,,,,,
4730,"$14,980 ",14.96 x LTM,1001,$919 ,,4.66 Years,41,Life of Rights,,,"$*,***","$12,000 ",4730,,,,"$5,603 ",,,,,,,,,,,,,,,
4714,"$129,275 ",2.88 x LTM,44833,—,,2.26 Years,10,Term Advance 10-Year,10,25-Jul-32,"$***,***","$88,000 ",4714,,,,,"$125,998 ",,,,,,,,,,,,,,
4715,"$30,000 ",2.71 x LTM,11059,—,,1.36 Years,5,Term Advance 10-Year,10,24-Jul-32,"$**,***","$17,000 ",4715,,,,,,,,,,,"$15,926 ",,,,,,,,
4728,"$23,600 ",2.72 x LTM,8677,—,,1.00 Years,,Term Advance 30-Year,30,23-Jul-52,—,"$6,571 ",4728,"$8,677 ",,1,,,,,,,,,,,,,,,,
4734,"$4,100 ",4.60 x LTM,890,$723 ,,2.49 Years,81,Term Advance 30-Year,30,22-Jul-52,"$*,***",$890 ,4734,,,,,"$2,384 ",,,,,,,,,,,,,,
4719,"$7,500 ",5.06 x LTM,1482,—,,2.12 Years,13,Life of Rights,,,"$*,***","$2,114 ",4719,,,,,"$1,987 ",,,,,,,,,,,,,,
4729,"$35,106 ",2.63 x LTM,13346,—,,2.47 Years,4,Life of Rights,,,"$**,***","$13,346 ",4729,,,,,,,,,,,"$18,061 ",,,,,,,,
4673,"$20,500 ",3.46 x LTM,5921,"$4,608 ","$13,824 ",3.77 Years,1,Life of Rights,,"$12,000 ",4673,,,,,,,,,,,,,,,,,,,,,
4045,"$5,675 ",6.41 x LTM,885,$876 ,,3.77 Years,,Life of Rights,,$745 ,4045,"$14,577 ",30,"$4,999 ",24-Jun-21,,,,,,,,,,,,,,,,,
4691,"$10,200 ",8.85 x LTM,1153,—,,3.43 Years,,Life of Rights,,"$1,153 ",4691,,2,,,"$2,019 ",,,,,,,,,,,,,,,,
4141,"$64,995 ",9.09 x LTM,7154,"$8,644 ",,4.03 Years,,Life of Rights,,"$9,363 ",4141,,19,"$45,000 ",17-May-21,,"$39,283 ",,,,,,,,,,,,,,,
3732,"$30,000 ",24.13 x LTM,1243,"$1,364 ",,9.25 Years,1,Life of Rights,,"$12,500 ",3732,,,"$15,224 ",2-Aug-20,,,"$22,014 ",,,,,,,,,,,,,,
4693,"$11,000 ",8.49 x LTM,1296,"$1,163 ",,8.34 Years,,Term Advance 30-Year,,"$3,974 ",4693,,34,,,,,,"$21,890 ",30,8-Jul-52,,,,,,,,,,,
4642,"$291,152 ",9.26 x LTM,31456,"$27,383 ",,18.63 Years,,Life of Rights,,"$150,000 ",4642,,59,,,,,,,,,"$104,488 ",,,,,,,,,,
4700,"$11,750 ",9.48 x LTM,1239,"$1,153 ",,9.01 Years,,Life of Rights,,"$1,239 ",4700,,14,,,,,,,,,"$3,879 ",,,,,,,,,,
4358,"$11,958 ",14.34 x LTM,834,$581 ,,14.06 Years,,Life of Rights,,,4358,,13,"$7,500 ",29-Jul-21,,,,,,,,"$3,793 ",,,,,,,,,
4681,"$9,400 ",9.12 x LTM,1030,$753 ,,3.47 Years,,Life of Rights,,"$7,000 ",4681,,73,,,,,,,,,,,"$4,097 ",,,,,,,,
4617,"$8,000 ",7.99 x LTM,1001,$919 ,,4.41 Years,,Life of Rights,,"$8,000 ",4617,,41,"$10,929 ",29-Apr-22,,,,,,,,,,"$5,603 ",,,,,,,
4688,"$450,000 ",7.82 x LTM,57557,"$162,835 ",,3.73 Years,1,Life of Rights,,"$100,000 ",4688,,,,,,"$576,791 ",,,,,,,,,,,,,,,
4694,"$42,500 ",5.65 x LTM,7526,"$9,221 ",,4.03 Years,,Term Advance 30-Year,,"$9,390 ",4694,,2,,,,,,,30,1-Jul-52,"$42,806 ",,,,,,,,,,
4682,"$35,000 ",6.94 x LTM,5045,"$4,762 ",,5.31 Years,,Term Advance 30-Year,,"$4,664 ",4682,,5,,,,"$50,571 ",,,30,30-Jun-52,,,,,,,,,,,
4698,"$27,000 ",5.43 x LTM,4969,"$7,501 ",,4.03 Years,,Life of Rights,,"$15,000 ",4698,,2,,,,,,,,,"$34,394 ",,,,,,,,,,
4684,"$13,500 ",12.17 x LTM,1109,"$1,055 ",,2.42 Years,,Life of Rights,,"$8,700 ",4684,,55,,,,,,,,,"$3,458 ",,,,,,,,,,
4687,"$18,000 ",16.37 x LTM,1100,"$1,148 ",,9.71 Years,,Life of Rights,,"$1,100 ",4687,,13,,,,,,,,,"$4,560 ",,,,,,,,,,
4683,"$47,000 ",14.39 x LTM,3266,"$1,996 ",,38.67 Years,,Term Advance 30-Year,,"$3,266 ",4683,,5,,,,,,,30,26-Jun-52,,,,,"$27,202 ",,,,,,
4689,"$58,000 ",9.18 x LTM,6319,"$6,307 ",,9.50 Years,,Life of Rights,,"$6,319 ",4689,,10,,,,,,,,,,,,,,"$65,053 ",,,,,
4677,"$55,100 ",14.22 x LTM,3874,"$4,020 ",,35.23 Years,1,Life of Rights,,"$3,874 ",4677,,,,,,,,,,,,,,,"$37,657 ",,,,,,
4658,"$137,999 ",7.37 x LTM,18722,"$17,758 ",,12.28 Years,,Term Advance 30-Year,,"$18,722 ",4658,,17,,,,,,,30,17-Jun-52,,,,,"$121,417 ",,,,,,
4671,"$10,500 ",6.91 x LTM,1520,—,,2.00 Years,1,Life of Rights,,"$1,520 ",4671,,,,,"$4,298 ",,,,,,,,,,,,,,,,
4669,"$10,500 ",1.58 x LTM,6651,—,,2.13 Years,1,Life of Rights,,"$6,651 ",4669,,,,,"$6,926 ",,,,,,,,,,,,,,,,
4653,"$5,882 ",1.93 x LTM,3047,—,,1.25 Years,,Term Advance 10-Year,,"$3,047 ",4653,,2,,,,,,,10,12-Jun-32,,,,,,,"$3,047 ",,,,
4664,"$55,000 ",22.98 x LTM,2393,"$2,184 ",,53.19 Years,,Life of Rights,,"$2,393 ",4664,,287,,,,,,,,,,,,,,,,"$27,893 ",,,
4645,"$51,000 ",1.80 x LTM,28299,—,,2.22 Years,,Life of Rights,,"$28,299 ",4645,,3,,,"$33,441 ",,,,,,,,,,,,,,,,
4667,"$11,783 ",14.99 x LTM,786,$771 ,,4.16 Years,,Life of Rights,,"$10,000 ",4667,,7,"$8,600 ",24-May-22,,,,,,,,,,,,"$12,913 ",,,,,
4665,"$14,500 ",4.26 x LTM,3405,—,,1.12 Years,,Life of Rights,,"$3,405 ",4665,,4,,,,,,,,,,,,,,,"$3,405 ",,,,
4586,"$60,000 ",9.52 x LTM,6304,"$6,335 ",,6.40 Years,,Term Advance 30-Year,,"$18,000 ",4586,,80,,,,,,,30,8-Jun-52,,,,,,,,,"$60,244 ",,
4629,"$75,250 ",8.68 x LTM,8665,"$9,933 ",,8.07 Years,,Life of Rights,,"$60,000 ",4629,,20,,,,,,,,,,,,,,"$209,612 ",,,,,
4646,"$86,500 ",4.58 x LTM,18876,"$25,578 ",,2.66 Years,,Life of Rights,,"$60,000 ",4646,,24,,,,,,,,,"$84,583 ",,,,,,,,,,
4654,"$8,069 ",2.72 x LTM,2969,—,,1.51 Years,,Term Advance 10-Year,,"$2,969 ",4654,,4,,,,,,,10,3-Jun-32,,,,,,,"$3,044 ",,,,
4651,"$20,500 ",8.69 x LTM,2359,"$2,074 ",,10.94 Years,,Term Advance 30-Year,,"$2,359 ",4651,,3,,,,,,,30,2-Jun-52,,,,,"$63,377 ",,,,,,
4647,"$28,000 ",10.08 x LTM,2777,"$2,191 ",,20.96 Years,,Life of Rights,,"$10,000 ",4647,,127,,,,,,,,,,,,,,,,,,"$25,339 ",
3146,"$8,967 ",16.73 x LTM,536,$511 ,,9.60 Years,,Life of Rights,,"$8,000 ",3146,,10,"$9,100 ",10-May-19,,,,,,,,,,,,"$8,793 ",,,,,
4643,"$3,500 ",2.80 x LTM,1252,—,,1.77 Years,,Term Advance 10-Year,,"$1,252 ",4643,,4,,,"$2,234 ",,,,10,29-May-32,,,,,,,,,,,
4637,"$6,000 ",9.20 x LTM,652,$578 ,,8.05 Years,,Term Advance 30-Year,,$652 ,4637,,47,,,,,,,30,28-May-52,,,,,,,,"$3,537 ",,,
4649,"$5,600 ",4.59 x LTM,1219,—,,1.24 Years,,Life of Rights,,"$1,500 ",4649,,4,,,,,,,,,,,,,,,"$1,219 ",,,,
4636,"$6,950 ",5.86 x LTM,1186,"$1,097 ",,1.74 Years,,Term Advance 30-Year,,"$4,500 ",4636,,24,,,,,,,30,27-May-52,,"$4,311 ",,,,,,,,,
